ASU_Acar ID	NCBI Gene ID	NCBI Gene Symbol	Ensembl Gene ID	Ensembl Gene Name	RefSeq Gene Description from Blast2GO matches
ASU_Acar_G.8252	-	-	-	-	PREDICTED: hypothetical protein LOC100710874
ASU_Acar_G.8253	100563345	LOC100563345	ENSACAG00000002352	SLC25A4	-
ASU_Acar_G.8254	100552529	LOC100552529	-	-	-
ASU_Acar_G.8255	100560713	LOC100560713	ENSACAG00000007000	C7orf58	-
ASU_Acar_G.8256	100565047	LOC100565047	ENSACAG00000011674	SSPN	-
ASU_Acar_G.8257	100567658	hyal4	ENSACAG00000027063	HYAL4	-
ASU_Acar_G.8258	100563605	LOC100563605	ENSACAG00000008127	TOMM22	-
ASU_Acar_G.8259	100552661	LOC100552661	ENSACAG00000006571	CADPS2	-
ASU_Acar_G.826	-	-	-	-	-
ASU_Acar_G.8260	100559070	LOC100559070	ENSACAG00000003899	EDNRA	-
ASU_Acar_G.8261	100564520	LOC100564520	ENSACAG00000007396	TMEM19	-
ASU_Acar_G.8262	100553512	ttll1	ENSACAG00000015904	TTLL1	-
ASU_Acar_G.8263	100559001	LOC100559001	ENSACAG00000006930	FAT1	-
ASU_Acar_G.8264	100555927	LOC100555927	ENSACAG00000012773	SLC37A3	-
ASU_Acar_G.8265	-	-	-	-	PREDICTED: hypothetical protein
ASU_Acar_G.8266	-	-	-	-	-
ASU_Acar_G.8267	-	-	ENSACAG00000014582	-	-
ASU_Acar_G.8268	100560063	LOC100560063	ENSACAG00000005322	ATM	-
ASU_Acar_G.8269	100555411	LOC100555411	ENSACAG00000016609	MCM5	-
ASU_Acar_G.827	100552837	fbxl4	ENSACAG00000010524	FBXL4	-
ASU_Acar_G.8270	100554295	LOC100554295	ENSACAG00000003364	RASSF3	-
ASU_Acar_G.8271	100554816	LOC100554816	ENSACAG00000012304	-	-
ASU_Acar_G.8272	-	-	-	-	-
ASU_Acar_G.8273	100565900	LOC100565900	ENSACAG00000004944	-	-
ASU_Acar_G.8274	100557894	hhip	ENSACAG00000003315	HHIP	-
ASU_Acar_G.8275	100559592	LOC100559592	ENSACAG00000009548	DYRK4	-
ASU_Acar_G.8276	100566809	LOC100566809	ENSACAG00000015901	GNAT3	-
ASU_Acar_G.8277	100553441	LOC100553441	ENSACAG00000002729	FBXO18	-
ASU_Acar_G.8278	100557624	ttll12	ENSACAG00000015844	TTLL12	-
ASU_Acar_G.8279	100563730	appl2	ENSACAG00000015569	APPL2	-
ASU_Acar_G.828	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.8280	100562229	LOC100562229	ENSACAG00000010619	TIFA	-
ASU_Acar_G.8281	100560261	prdm5	ENSACAG00000012999	PRDM5	-
ASU_Acar_G.8282	100559987	LOC100559987	ENSACAG00000009467	FGF23	-
ASU_Acar_G.8283	100562683	LOC100562683	ENSACAG00000007881	-	-
ASU_Acar_G.8284	100553774	xpot	ENSACAG00000003154	XPOT	-
ASU_Acar_G.8285	100560649	LOC100560649	ENSACAG00000012573	-	-
ASU_Acar_G.8286	100557297	LOC100557297	ENSACAG00000007375	CELSR1	-
ASU_Acar_G.8287	-	-	-	-	PREDICTED: hypothetical protein LOC100553685
ASU_Acar_G.8288	100557501	plk4	ENSACAG00000011556	PLK4	-
ASU_Acar_G.8289	-	-	-	-	-
ASU_Acar_G.829	100556293	LOC100556293	ENSACAG00000015869	HSPA9	-
ASU_Acar_G.8290	100552393	eea1	ENSACAG00000012450	EEA1	-
ASU_Acar_G.8291	100568244	aco2	ENSACAG00000004677	-	-
ASU_Acar_G.8292	-	-	-	-	-
ASU_Acar_G.8293	-	-	-	-	lipoma-preferred partner homolog isoform 3
ASU_Acar_G.8294	-	-	ENSACAG00000022608	-	-
ASU_Acar_G.8295	100563410	LOC100563410	ENSACAG00000015581	MAP9	-
ASU_Acar_G.8296	100561109	LOC100561109	ENSACAG00000000900	BEND7	-
ASU_Acar_G.8297	100564128	LOC100564128	ENSACAG00000006579	MTUS1	-
ASU_Acar_G.8298	100559395	LOC100559395	ENSACAG00000009585	AKAP3	-
ASU_Acar_G.8299	100553844	LOC100553844	ENSACAG00000012247	CECR1	-
ASU_Acar_G.83	-	-	-	-	-
ASU_Acar_G.830	100564761	LOC100564761	ENSACAG00000013365	GALC	-
ASU_Acar_G.8300	-	-	-	-	phosphotidylinositol phosphatase ptprq-like
ASU_Acar_G.8301	-	-	-	-	PREDICTED: semaphorin-3D-like
ASU_Acar_G.8302	-	-	-	-	-
ASU_Acar_G.8303	100560779	LOC100560779	ENSACAG00000009160	ANO2	-
ASU_Acar_G.8304	100554110	fbxw7	ENSACAG00000002680	FBXW7	-
ASU_Acar_G.8305	100565902	LOC100565902	ENSACAG00000007763	-	-
ASU_Acar_G.8306	100555269	LOC100555269	ENSACAG00000001736	AMIGO2	-
ASU_Acar_G.8307	100557692	LOC100557692	ENSACAG00000016042	RAC2	-
ASU_Acar_G.8308	100560850	LOC100560850	ENSACAG00000014625	EFCAB10	-
ASU_Acar_G.8309	100567590	LOC100567590	-	-	-
ASU_Acar_G.831	100558917	LOC100558917	ENSACAG00000011004	CDK19	-
ASU_Acar_G.8310	-	-	-	-	-
ASU_Acar_G.8311	-	-	-	-	PREDICTED: hypothetical protein LOC100560411
ASU_Acar_G.8312	-	-	-	-	-
ASU_Acar_G.8313	100566304	LOC100566304	ENSACAG00000002041	HDAC10	-
ASU_Acar_G.8314	-	-	-	-	f-box lrr-repeat protein 8-like
ASU_Acar_G.8315	-	-	-	-	-
ASU_Acar_G.8316	100552855	LOC100552855	ENSACAG00000015487	TCP11L2	-
ASU_Acar_G.8317	100554230	LOC100554230	ENSACAG00000023806	-	-
ASU_Acar_G.8318	100559463	LOC100559463	ENSACAG00000016942	C10orf47	-
ASU_Acar_G.8319	100551808	LOC100551808	ENSACAG00000007619	-	-
ASU_Acar_G.832	100556035	LOC100556035	ENSACAG00000004478	WTAP	-
ASU_Acar_G.8320	100566365	LOC100566365	ENSACAG00000005227	-	-
ASU_Acar_G.8321	-	-	-	-	-
ASU_Acar_G.8322	-	-	-	-	-
ASU_Acar_G.8323	100561832	LOC100561832	ENSACAG00000002110	UFSP2	-
ASU_Acar_G.8324	100559468	LOC100559468	ENSACAG00000011970	ADAD1	-
ASU_Acar_G.8325	100561639	LOC100561639	ENSACAG00000008154	ST7	-
ASU_Acar_G.8326	100554430	LOC100554430	ENSACAG00000002978	RPS3A	-
ASU_Acar_G.8327	100561833	LOC100561833	ENSACAG00000016320	RAPGEF2	-
ASU_Acar_G.8328	100552135	LOC100552135	ENSACAG00000002227	RAB33B	-
ASU_Acar_G.8329	-	-	-	-	-
ASU_Acar_G.833	100557465	LOC100557465	ENSACAG00000014896	GYLTL1B	-
ASU_Acar_G.8330	100554232	LOC100554232	ENSACAG00000007922	SUN2	-
ASU_Acar_G.8331	100561889	LOC100561889	ENSACAG00000015309	DLD	-
ASU_Acar_G.8332	-	-	ENSACAG00000005081	NAF1	-
ASU_Acar_G.8333	100552722	LOC100552722	ENSACAG00000016231	SULT4A1	-
ASU_Acar_G.8334	100558799	jhdm1d	ENSACAG00000012823	JHDM1D	-
ASU_Acar_G.8335	-	-	-	-	-
ASU_Acar_G.8336	100564987	LOC100564987	ENSACAG00000022884	TIGD4	-
ASU_Acar_G.8337	100555663	rasgef1b	ENSACAG00000010279	RASGEF1B	-
ASU_Acar_G.8338	100567789	mettl14	ENSACAG00000013631	METTL14	-
ASU_Acar_G.8339	100552657	LOC100552657	ENSACAG00000017073	-	-
ASU_Acar_G.834	100554400	LOC100554400	ENSACAG00000003132	DDB2	-
ASU_Acar_G.8340	100564653	LOC100564653	ENSACAG00000011833	RBM47	-
ASU_Acar_G.8341	100557497	LOC100557497	ENSACAG00000013232	SLC25A3	-
ASU_Acar_G.8342	100563536	LOC100563536	ENSACAG00000004280	KIN	-
ASU_Acar_G.8343	100565701	pkp2	ENSACAG00000012265	PKP2	-
ASU_Acar_G.8344	100554298	usp38	ENSACAG00000024189	-	-
ASU_Acar_G.8345	100559135	LOC100559135	ENSACAG00000006672	TFEC	-
ASU_Acar_G.8346	100555665	LOC100555665	-	-	-
ASU_Acar_G.8347	100568048	LOC100568048	ENSACAG00000001202	-	-
ASU_Acar_G.8348	100553712	LOC100553712	ENSACAG00000003473	WIF1	-
ASU_Acar_G.8349	100556587	LOC100556587	ENSACAG00000016262	IFT27	-
ASU_Acar_G.835	-	-	-	-	-
ASU_Acar_G.8350	100563733	acsl1	ENSACAG00000002400	ACSL1	-
ASU_Acar_G.8351	100559664	LOC100559664	ENSACAG00000005138	TMA16	-
ASU_Acar_G.8352	100562362	LOC100562362	ENSACAG00000007098	KCTD8	-
ASU_Acar_G.8353	100553124	aasdh	ENSACAG00000009095	AASDH	-
ASU_Acar_G.8354	100567331	LOC100567331	ENSACAG00000006256	CNOT7	-
ASU_Acar_G.8355	-	-	-	-	-
ASU_Acar_G.8356	100552395	LOC100552395	ENSACAG00000006548	DNAJC2	-
ASU_Acar_G.8357	100562486	LOC100562486	ENSACAG00000022275	-	-
ASU_Acar_G.8358	-	-	-	-	-
ASU_Acar_G.8359	100557895	intu	ENSACAG00000011943	INTU	-
ASU_Acar_G.836	100565476	LOC100565476	ENSACAG00000008665	PRIMA1	-
ASU_Acar_G.8360	100557229	LOC100557229	ENSACAG00000003071	ADAMTS20	-
ASU_Acar_G.8361	100552069	LOC100552069	ENSACAG00000000035	SLC6A13	-
ASU_Acar_G.8362	100555733	LOC100555733	-	-	-
ASU_Acar_G.8363	100554682	LOC100554682	ENSACAG00000014817	C22orf28	-
ASU_Acar_G.8364	100551607	LOC100551607	ENSACAG00000012631	PLXNC1	-
ASU_Acar_G.8365	100564393	LOC100564393	ENSACAG00000012684	SEC24B	-
ASU_Acar_G.8366	-	-	-	-	-
ASU_Acar_G.8367	100560650	LOC100560650	ENSACAG00000013826	SYT1	-
ASU_Acar_G.8368	100565904	vegfc	ENSACAG00000005947	VEGFC	-
ASU_Acar_G.8369	100551940	LOC100551940	ENSACAG00000015599	RBM46	-
ASU_Acar_G.837	100552371	LOC100552371	ENSACAG00000016037	PPP2R5E	-
ASU_Acar_G.8370	100561372	LOC100561372	ENSACAG00000002149	ARHGEF5	-
ASU_Acar_G.8371	-	-	-	-	-
ASU_Acar_G.8372	100558409	LOC100558409	ENSACAG00000001791	SORBS2	-
ASU_Acar_G.8373	-	-	-	-	-
ASU_Acar_G.8374	100558605	LOC100558605	ENSACAG00000005218	IMMP2L	-
ASU_Acar_G.8375	100562487	LOC100562487	-	-	-
ASU_Acar_G.8376	-	-	-	-	-
ASU_Acar_G.8377	100555141	LOC100555141	ENSACAG00000004028	TBC1D22A	-
ASU_Acar_G.8378	100559863	LOC100559863	ENSACAG00000004004	LSM6	-
ASU_Acar_G.8379	-	-	-	-	-
ASU_Acar_G.838	100564301	LOC100564301	ENSACAG00000015939	LRRFIP1	-
ASU_Acar_G.8380	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.8381	100555604	LOC100555604	ENSACAG00000017531	AEBP2	-
ASU_Acar_G.8382	100565506	mov10l1	ENSACAG00000002357	MOV10L1	-
ASU_Acar_G.8383	100567462	LOC100567462	ENSACAG00000001286	GPR37	-
ASU_Acar_G.8384	-	-	-	-	inner centromere
ASU_Acar_G.8385	-	-	-	-	PREDICTED: hypothetical protein LOC100710874
ASU_Acar_G.8386	100562157	LOC100562157	ENSACAG00000002456	KLHDC5	-
ASU_Acar_G.8387	-	-	-	-	lysine-specific demethylase 6a-like
ASU_Acar_G.8388	100561696	LOC100561696	ENSACAG00000012367	DCN	-
ASU_Acar_G.8389	100559861	LOC100559861	ENSACAG00000014452	LIN7A	-
ASU_Acar_G.839	100556879	LOC100556879	ENSACAG00000015094	SLC35A1	-
ASU_Acar_G.8390	100565240	LOC100565240	ENSACAG00000012716	UHRF1BP1L	-
ASU_Acar_G.8391	100551673	LOC100551673	ENSACAG00000000036	-	-
ASU_Acar_G.8392	100560975	LOC100560975	ENSACAG00000000522	F5XVC8_ANOCA	-
ASU_Acar_G.8393	100565704	LOC100565704	ENSACAG00000006001	AGA	-
ASU_Acar_G.8394	100567265	LOC100567265	ENSACAG00000001301	POT1	-
ASU_Acar_G.8395	100563732	bend4	ENSACAG00000012145	BEND4	-
ASU_Acar_G.8396	-	-	-	-	PREDICTED: hypothetical protein
ASU_Acar_G.8397	100552788	reln	ENSACAG00000006896	RELN	-
ASU_Acar_G.8398	-	-	ENSACAG00000007776	USP6NL	-
ASU_Acar_G.8399	-	-	-	-	-
ASU_Acar_G.84	100566464	LOC100566464	ENSACAG00000008883	CHGA	-
ASU_Acar_G.840	100563319	LOC100563319	ENSACAG00000013175	PLA2G7	-
ASU_Acar_G.8400	100556249	LOC100556249	ENSACAG00000002584	NELL2	-
ASU_Acar_G.8401	-	-	-	-	-
ASU_Acar_G.8402	100565437	LOC100565437	ENSACAG00000012262	TM7SF3	-
ASU_Acar_G.8403	100552071	LOC100552071	ENSACAG00000004508	XRCC6	-
ASU_Acar_G.8404	-	-	-	-	-
ASU_Acar_G.8405	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.8406	100568244	aco2	-	-	-
ASU_Acar_G.8407	100558542	slco1c1	ENSACAG00000017487	SLCO1C1	-
ASU_Acar_G.8408	100555928	LOC100555928	ENSACAG00000007508	WDR19	-
ASU_Acar_G.8409	100554750	LOC100554750	ENSACAG00000013283	GC	-
ASU_Acar_G.841	-	-	-	-	-
ASU_Acar_G.8410	100560185	LOC100560185	ENSACAG00000009432	EFCAB4B	-
ASU_Acar_G.8411	-	-	ENSACAG00000022489	-	-
ASU_Acar_G.8412	100565377	LOC100565377	ENSACAG00000002879	FAM160A1	-
ASU_Acar_G.8413	100553246	LOC100553246	ENSACAG00000003936	FAM109B	-
ASU_Acar_G.8414	-	-	-	-	-
ASU_Acar_G.8415	100561248	LOC100561248	-	-	-
ASU_Acar_G.8416	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.8417	100555410	LOC100555410	ENSACAG00000011754	RERG	-
ASU_Acar_G.8418	100558477	LOC100558477	ENSACAG00000011063	FAM184B	-
ASU_Acar_G.8419	100556712	LOC100556712	ENSACAG00000003544	SMAD1	-
ASU_Acar_G.842	100552966	LOC100552966	ENSACAG00000010465	FGFR1OP	-
ASU_Acar_G.8420	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.8421	100564719	LOC100564719	ENSACAG00000015113	BTBD11	-
ASU_Acar_G.8422	100556836	LOC100556836	ENSACAG00000024994	TRADD	-
ASU_Acar_G.8423	100552923	LOC100552923	ENSACAG00000015754	MPPED1	-
ASU_Acar_G.8424	100554233	LOC100554233	-	-	-
ASU_Acar_G.8425	100558870	LOC100558870	-	-	-
ASU_Acar_G.8426	100556124	LOC100556124	ENSACAG00000015598	SEMA3C	-
ASU_Acar_G.8427	100562155	LOC100562155	-	-	-
ASU_Acar_G.8428	100558678	LOC100558678	ENSACAG00000011789	CHRNA9	-
ASU_Acar_G.8429	100554106	gns	ENSACAG00000003396	GNS	-
ASU_Acar_G.843	-	-	-	-	-
ASU_Acar_G.8430	100556905	ncapg	ENSACAG00000002066	NCAPG	-
ASU_Acar_G.8431	100566105	LOC100566105	ENSACAG00000005945	SPCS3	-
ASU_Acar_G.8432	-	-	-	-	-
ASU_Acar_G.8433	100567981	LOC100567981	ENSACAG00000014385	WNT7B	-
ASU_Acar_G.8434	-	-	-	-	-
ASU_Acar_G.8435	100566103	LOC100566103	ENSACAG00000006924	-	-
ASU_Acar_G.8436	-	-	-	-	PREDICTED: semaphorin-3D-like
ASU_Acar_G.8437	-	-	-	-	tudor domain-containing protein 1-like
ASU_Acar_G.8438	100557821	LOC100557821	ENSACAG00000001593	FAM149A	-
ASU_Acar_G.8439	100557028	pus7l	ENSACAG00000003055	PUS7L	-
ASU_Acar_G.844	100563513	LOC100563513	ENSACAG00000013030	CLIC5	-
ASU_Acar_G.8440	100562029	alpk1	ENSACAG00000010623	ALPK1	-
ASU_Acar_G.8441	100558804	rufy3	ENSACAG00000012870	-	-
ASU_Acar_G.8442	100556252	fras1	ENSACAG00000006104	FRAS1	-
ASU_Acar_G.8443	100557816	LOC100557816	ENSACAG00000013585	SVOPL	-
ASU_Acar_G.8444	100563216	LOC100563216	ENSACAG00000004180	TAF3	-
ASU_Acar_G.8445	100560652	rint1	ENSACAG00000014573	RINT1	-
ASU_Acar_G.8446	100564057	nup205	ENSACAG00000011264	NUP205	-
ASU_Acar_G.8447	100564522	LOC100564522	ENSACAG00000007084	YIPF7	-
ASU_Acar_G.8448	100562028	fnip2	ENSACAG00000016439	FNIP2	-
ASU_Acar_G.8449	100551807	LOC100551807	ENSACAG00000010792	MGP	-
ASU_Acar_G.845	100561543	map2	ENSACAG00000010914	MAP2	-
ASU_Acar_G.8450	-	-	-	-	-
ASU_Acar_G.8451	-	-	-	-	electrogenic sodium bicarbonate cotransporter 4-like
ASU_Acar_G.8452	100556516	abcd2	ENSACAG00000008119	ABCD2	-
ASU_Acar_G.8453	100561961	gnptab	ENSACAG00000016592	GNPTAB	-
ASU_Acar_G.8454	100553644	tcf20	ENSACAG00000003634	TCF20	-
ASU_Acar_G.8455	-	-	-	-	integrin alpha-1-like
ASU_Acar_G.8456	100557496	LOC100557496	ENSACAG00000016192	TST	-
ASU_Acar_G.8457	100551737	LOC100551737	-	-	-
ASU_Acar_G.8458	100567138	LOC100567138	ENSACAG00000003959	-	-
ASU_Acar_G.8459	100557626	LOC100557626	ENSACAG00000012552	-	-
ASU_Acar_G.846	-	-	-	-	dual specificity tyrosine-phosphorylation-regulated kinase 1a-like
ASU_Acar_G.8460	100552196	LOC100552196	ENSACAG00000012616	SOCS2	-
ASU_Acar_G.8461	-	-	ENSACAG00000027565	-	-
ASU_Acar_G.8462	100552264	LOC100552264	ENSACAG00000000032	B4GALNT3	-
ASU_Acar_G.8463	100568113	LOC100568113	ENSACAG00000010497	GSX2	-
ASU_Acar_G.8464	-	-	-	-	-
ASU_Acar_G.8465	100337536	siat8a	ENSACAG00000017264	ST8SIA1	-
ASU_Acar_G.8466	100551740	LOC100551740	ENSACAG00000015595	NPY2R	-
ASU_Acar_G.8467	100552266	LOC100552266	-	-	-
ASU_Acar_G.8468	-	-	-	-	-
ASU_Acar_G.8469	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.847	-	-	-	-	-
ASU_Acar_G.8470	100560256	LOC100560256	ENSACAG00000016347	FOXRED2	-
ASU_Acar_G.8471	100563539	LOC100563539	ENSACAG00000012087	SLC30A9	-
ASU_Acar_G.8472	100559192	LOC100559192	ENSACAG00000010934	-	-
ASU_Acar_G.8473	100565638	LOC100565638	ENSACAG00000005400	HTT	-
ASU_Acar_G.8474	100554623	LOC100554623	ENSACAG00000011213	POLR3H	-
ASU_Acar_G.8475	-	-	-	-	-
ASU_Acar_G.8476	100563802	LOC100563802	ENSACAG00000014205	OTOGL	-
ASU_Acar_G.8477	100559531	LOC100559531	ENSACAG00000007652	CFTR	-
ASU_Acar_G.8478	100553315	LOC100553315	ENSACAG00000003504	MSRB3	-
ASU_Acar_G.8479	100556193	LOC100556193	ENSACAG00000016308	EIF3D	-
ASU_Acar_G.848	100556234	LOC100556234	ENSACAG00000004516	SOD2	-
ASU_Acar_G.8480	100552853	LOC100552853	ENSACAG00000017103	LRGUK	-
ASU_Acar_G.8481	100566034	LOC100566034	ENSACAG00000005190	SH3BP2	-
ASU_Acar_G.8482	-	-	-	-	-
ASU_Acar_G.8483	-	-	-	-	collagen alpha-1 chain-like
ASU_Acar_G.8484	100556447	LOC100556447	ENSACAG00000013094	HSF4	-
ASU_Acar_G.8485	100557172	LOC100557172	ENSACAG00000013225	IKBIP	-
ASU_Acar_G.8486	100559728	LOC100559728	ENSACAG00000007252	CTTNBP2	-
ASU_Acar_G.8487	-	-	-	-	PREDICTED: interleukin-8-like
ASU_Acar_G.8488	100565116	pcm1	ENSACAG00000006685	PCM1	-
ASU_Acar_G.8489	100557695	otud4	ENSACAG00000003512	OTUD4	-
ASU_Acar_G.849	100560303	kidins220	ENSACAG00000002386	KIDINS220	-
ASU_Acar_G.8490	-	-	ENSACAG00000027395	-	-
ASU_Acar_G.8491	100553916	gab1	ENSACAG00000002955	GAB1	-
ASU_Acar_G.8492	100553775	LOC100553775	ENSACAG00000027619	CCDC71L	-
ASU_Acar_G.8493	100556975	LOC100556975	-	-	-
ASU_Acar_G.8494	100554622	LOC100554622	ENSACAG00000007811	CBX6	-
ASU_Acar_G.8495	100552530	LOC100552530	ENSACAG00000015673	FGA	-
ASU_Acar_G.8496	100556832	LOC100556832	ENSACAG00000011370	-	-
ASU_Acar_G.8497	100563606	LOC100563606	ENSACAG00000014272	PTPRQ	-
ASU_Acar_G.8498	100560453	LOC100560453	ENSACAG00000016213	NCF4	-
ASU_Acar_G.8499	100556907	LOC100556907	ENSACAG00000001704	-	-
ASU_Acar_G.85	100562792	LOC100562792	ENSACAG00000014670	JMJD7	-
ASU_Acar_G.850	100560027	map3k4	ENSACAG00000003094	MAP3K4	-
ASU_Acar_G.8500	100559193	LOC100559193	-	-	-
ASU_Acar_G.8501	100563407	LOC100563407	ENSACAG00000008142	CBY1	-
ASU_Acar_G.8502	-	-	-	-	PREDICTED: uncharacterized protein LOC100857505
ASU_Acar_G.8503	100567073	nav3	ENSACAG00000014617	NAV3	-
ASU_Acar_G.8504	-	-	-	-	-
ASU_Acar_G.8505	100552265	aldh1l2	ENSACAG00000015729	ALDH1L2	-
ASU_Acar_G.8506	100562822	LOC100562822	ENSACAG00000010153	EGF	-
ASU_Acar_G.8507	100562225	LOC100562225	ENSACAG00000011108	ALX1	-
ASU_Acar_G.8508	-	-	-	-	52 kda repressor of the inhibitor of the protein kinase (p58ipk-interacting protein) (58 kda interferon-induced protein kinase-interacting protein) (death-associated protein 4) (thap domain-containing protein 0) partial
ASU_Acar_G.8509	100564916	LOC100564916	-	-	-
ASU_Acar_G.851	100562329	ak7	ENSACAG00000013423	AK7	-
ASU_Acar_G.8510	-	-	-	-	-
ASU_Acar_G.8511	100552788	reln	ENSACAG00000006896	RELN	-
ASU_Acar_G.8512	100556837	LOC100556837	ENSACAG00000012255	SEPT11	-
ASU_Acar_G.8513	100559928	LOC100559928	-	-	-
ASU_Acar_G.8514	-	-	-	-	-
ASU_Acar_G.8515	-	-	-	-	transcriptional adapter 2-alpha-like
ASU_Acar_G.8516	100552858	larp7	ENSACAG00000010662	LARP7	-
ASU_Acar_G.8517	-	-	-	-	-
ASU_Acar_G.8518	100562624	LOC100562624	ENSACAG00000010237	ENPEP	-
ASU_Acar_G.8519	100559465	LOC100559465	ENSACAG00000014707	CCDC59	-
ASU_Acar_G.852	100565349	LOC100565349	ENSACAG00000017443	STON2	-
ASU_Acar_G.8520	-	-	-	-	-
ASU_Acar_G.8521	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.8522	100556906	LOC100556906	-	-	-
ASU_Acar_G.8523	100558345	LOC100558345	ENSACAG00000003974	SEPT3	-
ASU_Acar_G.8524	100567722	LOC100567722	-	-	-
ASU_Acar_G.8525	100562358	LOC100562358	ENSACAG00000000033	CCDC77	-
ASU_Acar_G.8526	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.8527	100553248	LOC100553248	ENSACAG00000015911	MND1	-
ASU_Acar_G.8528	100558800	LOC100558800	ENSACAG00000005217	LRRN3	-
ASU_Acar_G.8529	100562431	LOC100562431	ENSACAG00000010601	AP1AR	-
ASU_Acar_G.853	100558062	LOC100558062	ENSACAG00000014187	ABHD12	-
ASU_Acar_G.8530	-	-	-	-	-
ASU_Acar_G.8531	-	-	-	-	-
ASU_Acar_G.8532	100556053	mbtps1	ENSACAG00000012864	MBTPS1	-
ASU_Acar_G.8533	100558604	LOC100558604	ENSACAG00000012932	-	-
ASU_Acar_G.8534	100553444	LOC100553444	ENSACAG00000003916	NDUFA6	-
ASU_Acar_G.8535	100552070	LOC100552070	-	-	-
ASU_Acar_G.8536	100559265	slc6a15	ENSACAG00000010944	SLC6A15	-
ASU_Acar_G.8537	100552003	LOC100552003	ENSACAG00000006456	-	-
ASU_Acar_G.8538	100554297	efha2	ENSACAG00000006154	EFHA2	-
ASU_Acar_G.8539	100555605	LOC100555605	ENSACAG00000013357	AKR1D1	-
ASU_Acar_G.854	100558589	LOC100558589	-	-	-
ASU_Acar_G.8540	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.8541	100555342	LOC100555342	ENSACAG00000010059	CFI	-
ASU_Acar_G.8542	-	-	-	-	-
ASU_Acar_G.8543	100567262	LOC100567262	ENSACAG00000005663	NUDT9	-
ASU_Acar_G.8544	100560456	LOC100560456	ENSACAG00000006712	MDFIC	-
ASU_Acar_G.8545	100567655	LOC100567655	ENSACAG00000005689	CGGBP1	-
ASU_Acar_G.8546	100552394	LOC100552394	ENSACAG00000007749	-	-
ASU_Acar_G.8547	100567525	pkd2	ENSACAG00000012695	PKD2	-
ASU_Acar_G.8548	100553123	LOC100553123	ENSACAG00000015880	TSPO	-
ASU_Acar_G.8549	100566555	LOC100566555	ENSACAG00000008896	PAICS	-
ASU_Acar_G.855	-	-	ENSACAG00000017127	C14orf166B	-
ASU_Acar_G.8550	100558544	LOC100558544	ENSACAG00000003939	NAGA	-
ASU_Acar_G.8551	100567395	LOC100567395	ENSACAG00000014159	METAP2	-
ASU_Acar_G.8552	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.8553	100563469	LOC100563469	ENSACAG00000007787	TPRKB	-
ASU_Acar_G.8554	-	-	ENSACAG00000028154	-	-
ASU_Acar_G.8555	100555412	cacna1i	ENSACAG00000007474	CACNA1I	-
ASU_Acar_G.8556	-	-	-	-	c-c chemokine receptor type 4-like
ASU_Acar_G.8557	100560321	LOC100560321	ENSACAG00000007208	-	-
ASU_Acar_G.8558	-	-	-	-	PREDICTED: hypothetical protein LOC100710874
ASU_Acar_G.8559	100567589	LOC100567589	ENSACAG00000001460	-	-
ASU_Acar_G.856	100551649	LOC100551649	-	-	-
ASU_Acar_G.8560	100552526	LOC100552526	ENSACAG00000013454	GRID2	-
ASU_Acar_G.8561	100555929	lrrk2	ENSACAG00000008207	LRRK2	-
ASU_Acar_G.8562	100561248	LOC100561248	-	-	-
ASU_Acar_G.8563	100557562	LOC100557562	ENSACAG00000007661	CELF2	-
ASU_Acar_G.8564	-	-	-	-	-
ASU_Acar_G.8565	-	-	-	-	PREDICTED: hypothetical protein LOC100567032
ASU_Acar_G.8566	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.8567	100557498	LOC100557498	ENSACAG00000000412	DHX15	-
ASU_Acar_G.8568	100556833	LOC100556833	ENSACAG00000003086	PRICKLE1	-
ASU_Acar_G.8569	100552925	LOC100552925	ENSACAG00000003368	ANAPC10	-
ASU_Acar_G.857	-	-	-	-	-
ASU_Acar_G.8570	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.8571	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.8572	-	-	-	-	PREDICTED: hypothetical protein LOC100537186
ASU_Acar_G.8573	100556390	LOC100556390	ENSACAG00000017086	-	-
ASU_Acar_G.8574	-	-	-	-	sex comb on midleg-like protein 2-like
ASU_Acar_G.8575	-	-	-	-	-
ASU_Acar_G.8576	100557099	LOC100557099	ENSACAG00000000382	CCDC149	-
ASU_Acar_G.8577	100558213	LOC100558213	ENSACAG00000006877	-	-
ASU_Acar_G.8578	100561441	LOC100561441	ENSACAG00000012417	BTG1	-
