ASU Unmapped Transcript ID	RefSeq Gene Description	ASU_Acar Sequence Length (bp)	Best RefSeq Hit Description	NCBI RefSeq ID	E-Value	Percent Similarity	Blast Score	Alignment Length (amino acids)	Positives Matches (amino acids)
a52814	glyceraldehyde-3-phosphate testis-specific	927	gi|327280752|ref|XP_003225115.1|PREDICTED: glyceraldehyde 3-phosphate dehydrogenase, testis-specific-like [Anolis carolinensis]	XP_003225115	1.40032E-89	98	330.872	170	168	
a528221	uhrf1-binding protein 1-like	1066	gi|327271319|ref|XP_003220435.1|PREDICTED: UHRF1-binding protein 1-like [Anolis carolinensis]	XP_003220435	1.1986E-74	68	281.567	261	179	
a52827	zinc finger protein 135-like	675	gi|327291818|ref|XP_003230617.1|PREDICTED: zinc finger protein 135-like [Anolis carolinensis]	XP_003230617	1.01743E-92	77	340.502	225	175	
a52831	calcium calmodulin-dependent protein kinase kinase 2 isoform 2	2145	gi|326929658|ref|XP_003210975.1|PREDICTED: calcium/calmodulin-dependent protein kinase kinase 2-like [Meleagris gallopavo]	XP_003210975	0.0	94	708.753	434	412	
a52833	PREDICTED: hypothetical protein LOC100553104 [Anolis carolinensis]	773	gi|327263792|ref|XP_003216701.1|PREDICTED: hypothetical protein LOC100553104 [Anolis carolinensis]	XP_003216701	5.10022E-4	65	46.2098	38	25	
a52834	probable helicase senataxin	3133	gi|73967706|ref|XP_537811.2|PREDICTED: probable helicase senataxin isoform 1 [Canis lupus familiaris]	XP_537811	6.61301E-113	84	410.609	288	242	
a52835	transcription factor coe2	662	gi|224080817|ref|XP_002197362.1|PREDICTED: similar to early B-cell factor 2 isoform 2 [Taeniopygia guttata]	XP_002197362	1.35426E-9	93	64.3142	75	70	
a528350	serine protease 27-like	427	gi|348532983|ref|XP_003453985.1|PREDICTED: serine protease 27-like [Oreochromis niloticus]	XP_003453985	1.21882E-20	87	99.3673	57	50	
a528371	apolipoprotein b-100	414	gi|348541627|ref|XP_003458288.1|PREDICTED: apolipoprotein B-100-like, partial [Oreochromis niloticus]	XP_003458288	3.09407E-61	93	234.187	133	124	
a52839	low quality protein: myosin-ixb-like	1731	gi|363743857|ref|XP_418252.3|PREDICTED: myosin-IXb [Gallus gallus]	XP_418252	5.52258E-177	88	622.468	425	374	
a52841	tlc domain-containing protein 1-like	500	gi|50758230|ref|XP_415821.1|PREDICTED: TLC domain-containing protein 1 [Gallus gallus]	XP_415821	6.66927E-8	47	57.7658	93	44	
a528427	transposon ty3-i gag-pol poly	351	gi|301612402|ref|XP_002935710.1|PREDICTED: transposon Ty3-I Gag-Pol polyprotein-like [Xenopus (Silurana) tropicalis]	XP_002935710	4.9248E-6	57	50.8322	69	40	
a528494	slowmo homolog 1	5450	gi|326917408|ref|XP_003204991.1|PREDICTED: protein slowmo homolog 1-like isoform 1 [Meleagris gallopavo]	XP_003204991	3.04359E-31	86	140.198	94	81	
a528499	cell cycle progression protein 1	944	gi|327291466|ref|XP_003230442.1|PREDICTED: LOW QUALITY PROTEIN: cell cycle progression protein 1-like [Anolis carolinensis]	XP_003230442	1.80009E-23	92	111.309	55	51	
a528502	e3 ubiquitin-protein ligase smurf1	3816	gi|327288260|ref|XP_003228846.1|PREDICTED: e3 ubiquitin-protein ligase SMURF1-like [Anolis carolinensis]	XP_003228846	0.0	99	1247.26	601	599	
a528514	complement c5	805	gi|224073864|ref|XP_002187830.1|PREDICTED: similar to hemolytic complement [Taeniopygia guttata]	XP_002187830	1.2023E-51	70	204.527	193	137	
a528535	inactive rhomboid protein 1	3672	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	83	884.404	606	508	
a528536	inactive rhomboid protein 1	3593	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	86	929.087	606	524	
a528537	inactive rhomboid protein 1	3461	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	905.975	539	497	
a528538	inactive rhomboid protein 1	3423	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	83	884.404	606	508	
a528539	inactive rhomboid protein 1	3344	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	86	929.087	606	524	
a528540	inactive rhomboid protein 1	3302	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	86	989.949	635	551	
a528541	inactive rhomboid protein 1	3291	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	89	861.292	539	481	
a528542	inactive rhomboid protein 1	3212	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	905.975	539	497	
a528543	inactive rhomboid protein 1	3170	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	966.837	568	524	
a528544	inactive rhomboid protein 1	3053	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	87	1117.45	700	610	
a528545	inactive rhomboid protein 1	2986	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	83	884.404	606	508	
a528546	inactive rhomboid protein 1	2921	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	1094.34	633	583	
a528547	inactive rhomboid protein 1	2907	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	86	929.087	606	524	
a528548	inactive rhomboid protein 1	2854	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	89	861.292	539	481	
a528549	inactive rhomboid protein 1	2775	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	905.975	539	497	
a528550	inactive rhomboid protein 1	2737	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	83	884.404	606	508	
a528551	inactive rhomboid protein 1	2658	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	86	929.087	606	524	
a528552	inactive rhomboid protein 1	2616	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	86	989.949	635	551	
a528553	inactive rhomboid protein 1	2605	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	89	861.292	539	481	
a528554	inactive rhomboid protein 1	2526	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	905.975	539	497	
a528555	inactive rhomboid protein 1	2484	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	966.837	568	524	
a528556	inactive rhomboid protein 1	2235	gi|224069971|ref|XP_002196233.1|PREDICTED: similar to rhomboid 5 homolog 1 [Taeniopygia guttata]	XP_002196233	0.0	92	1093.95	629	582	
a528561	probable threonyl-trna synthetase cytoplasmic-like	1821	gi|334314402|ref|XP_001373323.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Monodelphis domestica]	XP_001373323	3.20501E-74	97	281.182	138	134	
a528564	probable threonyl-trna synthetase cytoplasmic-like	1655	gi|363737680|ref|XP_413774.3|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Gallus gallus]	XP_413774	3.31186E-131	96	470.315	242	234	
a528566	probable threonyl-trna synthetase cytoplasmic	1563	gi|345313144|ref|XP_001513531.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Ornithorhynchus anatinus]	XP_001513531	3.45858E-82	95	307.375	159	152	
a528567	probable threonyl-trna synthetase cytoplasmic-like	1460	gi|224178769|ref|XP_002199495.1|PREDICTED: hypothetical protein, partial [Taeniopygia guttata]	XP_002199495	3.18881E-50	96	201.06	107	103	
a528568	probable threonyl-trna synthetase cytoplasmic	1397	gi|334314402|ref|XP_001373323.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Monodelphis domestica]	XP_001373323	1.65564E-165	96	583.948	298	288	
a528570	probable threonyl-trna synthetase cytoplasmic-like	1294	gi|345313144|ref|XP_001513531.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Ornithorhynchus anatinus]	XP_001513531	1.57248E-82	91	308.145	168	154	
a528571	probable threonyl-trna synthetase cytoplasmic	1202	gi|345313144|ref|XP_001513531.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Ornithorhynchus anatinus]	XP_001513531	2.43261E-82	95	307.375	159	152	
a528572	probable threonyl-trna synthetase cytoplasmic-like	1064	gi|345313144|ref|XP_001513531.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Ornithorhynchus anatinus]	XP_001513531	1.19582E-82	91	308.145	168	154	
a528573	probable threonyl-trna synthetase cytoplasmic	1036	gi|345313144|ref|XP_001513531.2|PREDICTED: probable threonyl-tRNA synthetase 2, cytoplasmic [Ornithorhynchus anatinus]	XP_001513531	1.44045E-117	93	424.091	224	210	
a528575	probable helicase senataxin	900	gi|114627310|ref|XP_520331.2|PREDICTED: probable helicase senataxin isoform 8 [Pan troglodytes]	XP_520331	1.8178E-54	79	214.157	167	132	
a528576	probable helicase senataxin	531	gi|114627310|ref|XP_520331.2|PREDICTED: probable helicase senataxin isoform 8 [Pan troglodytes]	XP_520331	1.15754E-19	70	97.0561	77	54	
a528584	f-box lrr-repeat protein 14-like	1897	gi|348503268|ref|XP_003439187.1|PREDICTED: hypothetical protein LOC100705990 [Oreochromis niloticus]	XP_003439187	2.9412E-86	65	321.242	390	255	
a528591	rna exonuclease 4	418	gi|148224706|ref|NP_001079510.1|RNA exonuclease 4 [Xenopus laevis]	NP_001079510	1.22504E-25	88	115.931	69	61	
a528600	probable cation-transporting atpase 13a2	1421	gi|326932463|ref|XP_003212337.1|PREDICTED: probable cation-transporting ATPase 13A2-like [Meleagris gallopavo]	XP_003212337	1.95707E-129	79	464.151	344	273	
a528601	probable cation-transporting atpase 13a2	1049	gi|334328465|ref|XP_001376873.2|PREDICTED: probable cation-transporting ATPase 13A2 [Monodelphis domestica]	XP_001376873	3.5552E-71	68	270.011	260	177	
a528602	probable cation-transporting atpase 13a2	981	gi|326932463|ref|XP_003212337.1|PREDICTED: probable cation-transporting ATPase 13A2-like [Meleagris gallopavo]	XP_003212337	1.17536E-65	72	251.521	234	169	
a528608	rho guanine nucleotide exchange factor 2	4224	gi|338724957|ref|XP_001915809.2|PREDICTED: rho guanine nucleotide exchange factor 2 isoform 2 [Equus caballus]	XP_001915809	0.0	77	1172.92	952	740	
a528609	rho guanine nucleotide exchange factor 2	3493	gi|338724957|ref|XP_001915809.2|PREDICTED: rho guanine nucleotide exchange factor 2 isoform 2 [Equus caballus]	XP_001915809	0.0	80	1172.92	952	764	
a528610	rho guanine nucleotide exchange factor 2	3470	gi|338724957|ref|XP_001915809.2|PREDICTED: rho guanine nucleotide exchange factor 2 isoform 2 [Equus caballus]	XP_001915809	0.0	79	1101.27	916	727	
a528639	zinc finger protein 729-like	3408	gi|327266690|ref|XP_003218137.1|PREDICTED: hypothetical protein LOC100558400 [Anolis carolinensis]	XP_003218137	5.51664E-137	67	490.73	450	302	
a528642	transmembrane protein 8a	3910	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	9.87337E-146	100	520.005	267	267	
a528643	transmembrane protein 8a	3829	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	9.64494E-146	100	520.005	267	267	
a528644	transmembrane protein 8a	3722	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	9.34882E-146	100	520.005	267	267	
a528647	transmembrane protein 8a	3641	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	9.15289E-146	100	520.005	267	267	
a528652	transmembrane protein 8a	3460	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	2.00469E-118	98	429.098	234	230	
a528653	transmembrane protein 8a	3396	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	8.4573E-146	96	520.005	267	258	
a528654	transmembrane protein 8a	3362	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	0.0	92	797.734	427	394	
a528655	transmembrane protein 8a	3272	gi|327291039|ref|XP_003230229.1|PREDICTED: transmembrane protein 8A-like [Anolis carolinensis]	XP_003230229	0.0	99	663.3	367	365	
a528656	protein polybromo-1	2063	gi|327265803|ref|XP_003217697.1|PREDICTED: protein polybromo-1-like isoform 4 [Anolis carolinensis]	XP_003217697	1.8612E-57	100	225.713	129	129	
a528671	general transcription factor ii-i isoform 3	2414	gi|126314119|ref|XP_001363530.1|PREDICTED: general transcription factor II-I isoform 5 [Monodelphis domestica]	XP_001363530	0.0	89	710.679	430	386	
a528672	general transcription factor ii-i	1980	gi|194218943|ref|XP_001916319.1|PREDICTED: general transcription factor II-I [Equus caballus]	XP_001916319	0.0	82	789.645	552	454	
a528673	nuclear factor of activated t-cells 5-like	5951	gi|327287516|ref|XP_003228475.1|PREDICTED: nuclear factor of activated T-cells 5-like [Anolis carolinensis]	XP_003228475	0.0	100	1114.75	713	713	
a528674	helicase srcap	4104	gi|327286054|ref|XP_003227746.1|PREDICTED: hypothetical protein LOC100558176 [Anolis carolinensis]	XP_003227746	0.0	72	958.362	722	523	
a528675	helicase srcap	3873	gi|327286054|ref|XP_003227746.1|PREDICTED: hypothetical protein LOC100558176 [Anolis carolinensis]	XP_003227746	0.0	63	754.977	723	456	
a528677	nuclear factor of activated t-cells 5	1685	gi|327287516|ref|XP_003228475.1|PREDICTED: nuclear factor of activated T-cells 5-like [Anolis carolinensis]	XP_003228475	2.73648E-64	100	248.054	178	178	
a528678	nuclear factor of activated t-cells 5	1074	gi|327287516|ref|XP_003228475.1|PREDICTED: nuclear factor of activated T-cells 5-like [Anolis carolinensis]	XP_003228475	1.48775E-64	76	248.054	178	137	
a528682	exportin-7	4738	gi|61098426|ref|NP_001012960.1|exportin-7 [Gallus gallus]	NP_001012960	0.0	99	2133.22	1087	1082	
a528683	leucine-rich repeat and calponin homology domain-containing protein 4	916	gi|194218843|ref|XP_001915770.1|PREDICTED: LOW QUALITY PROTEIN: leucine-rich repeat and calponin homology domain-containing protein 4 [Equus caballus]	XP_001915770	4.98775E-7	84	56.6102	38	32	
a528687	galectin-related protein a-like	305	gi|327260896|ref|XP_003215269.1|PREDICTED: galectin-related protein-like [Anolis carolinensis]	XP_003215269	5.41021E-21	97	100.523	48	47	
a528696	vasodilator-stimulated phosphoprotein	530	gi|344269331|ref|XP_003406506.1|PREDICTED: vasodilator-stimulated phosphoprotein-like [Loxodonta africana]	XP_003406506	1.20065E-8	64	60.4622	59	38	
a528697	breakpoint cluster region protein	605	gi|332859292|ref|XP_003317181.1|PREDICTED: breakpoint cluster region protein [Pan troglodytes]	XP_003317181	5.36218E-12	80	72.0182	51	41	
a528713	creb-binding protein	384	gi|118098171|ref|XP_414964.2|PREDICTED: CREB-binding protein [Gallus gallus]	XP_414964	7.17707E-5	52	46.9802	74	39	
a528729	vacuolar protein sorting-associated protein 11 homolog	2431	gi|118101812|ref|XP_417847.2|PREDICTED: vacuolar protein sorting-associated protein 11 homolog [Gallus gallus]	XP_417847	0.0	93	1353.19	743	694	
a528730	vacuolar protein sorting-associated protein 11 homolog	1597	gi|118101812|ref|XP_417847.2|PREDICTED: vacuolar protein sorting-associated protein 11 homolog [Gallus gallus]	XP_417847	0.0	93	848.195	464	434	
a528731	vacuolar protein sorting-associated protein 11 homolog	1217	gi|118101812|ref|XP_417847.2|PREDICTED: vacuolar protein sorting-associated protein 11 homolog [Gallus gallus]	XP_417847	2.51601E-143	93	509.99	280	261	
a528745	grinl1a complex locus protein 1 isoform 1	588	gi|326926571|ref|XP_003209472.1|PREDICTED: GRINL1A complex locus protein 1-like [Meleagris gallopavo]	XP_003209472	4.38809E-40	91	165.236	111	102	
a528752	sulfiredoxin-1-like	841	gi|224078234|ref|XP_002193267.1|PREDICTED: similar to peroxiredoxin 1 [Taeniopygia guttata]	XP_002193267	7.8564E-33	70	142.124	146	103	
a528778	phenazine biosynthesis-like domain-containing	2599	gi|327277962|ref|XP_003223732.1|PREDICTED: phenazine biosynthesis-like domain-containing protein-like [Anolis carolinensis]	XP_003223732	5.95986E-80	92	300.827	171	158	
a528779	phenazine biosynthesis-like domain-containing	2495	gi|327277962|ref|XP_003223732.1|PREDICTED: phenazine biosynthesis-like domain-containing protein-like [Anolis carolinensis]	XP_003223732	6.11094E-74	92	280.796	158	146	
a528780	phenazine biosynthesis-like domain-containing	2385	gi|327277962|ref|XP_003223732.1|PREDICTED: phenazine biosynthesis-like domain-containing protein-like [Anolis carolinensis]	XP_003223732	5.78793E-74	92	280.796	158	146	
a528783	archaemetzincin-1	1828	gi|327282736|ref|XP_003226098.1|PREDICTED: archaemetzincin-1-like [Anolis carolinensis]	XP_003226098	7.02566E-29	100	130.568	60	60	
a52879	ww domain-binding protein 11-like	4078	gi|327272666|ref|XP_003221105.1|PREDICTED: WW domain-binding protein 11-like [Anolis carolinensis]	XP_003221105	3.32857E-144	100	514.998	350	350	
a528792	potassium channel subfamily k member 5	722	gi|224047561|ref|XP_002186774.1|PREDICTED: similar to potassium channel, subfamily K, member 5 [Taeniopygia guttata]	XP_002186774	2.21542E-43	95	176.792	100	95	
a528816	PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	1635	gi|345317108|ref|XP_003429835.1|PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	XP_003429835	1.65823E-42	61	175.637	222	137	
a528817	PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	1328	gi|345317108|ref|XP_003429835.1|PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	XP_003429835	1.26613E-42	72	175.637	222	160	
a528819	PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	1240	gi|345317108|ref|XP_003429835.1|PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	XP_003429835	1.15289E-42	72	175.637	222	160	
a528820	PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	1030	gi|345317108|ref|XP_003429835.1|PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	XP_003429835	5.37699E-32	71	139.813	185	133	
a528821	PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	942	gi|345317108|ref|XP_003429835.1|PREDICTED: uncharacterized protein C9orf174-like, partial [Ornithorhynchus anatinus]	XP_003429835	4.70149E-32	71	139.813	185	133	
a528825	ral gtpase-activating protein subunit alpha-1 isoform 2	7336	gi|363734117|ref|XP_003641342.1|PREDICTED: ral GTPase-activating protein subunit alpha-1 isoform 2 [Gallus gallus]	XP_003641342	0.0	93	3450.99	2014	1890	
a528826	ral gtpase-activating protein subunit alpha-1 isoform 2	5632	gi|224051438|ref|XP_002200555.1|PREDICTED: GTPase activating Rap/RanGAP domain-like 1 [Taeniopygia guttata]	XP_002200555	0.0	95	2413.65	1412	1343	
